"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"53.14286",86.7148793513953,48.4833221887614,144.694010197134,34.4084145541247,185.454613398353
"53.28571",100.581688969852,57.2295949569353,165.561917657151,41.0835082320137,210.920170226408
"53.42857",73.645362194735,39.8822790612346,125.944631864145,27.7136726320615,163.185855074075
"53.57143",4.22143290375228,1.1652845818896,11.3500340301877,0.484021458628458,17.6921265442173
"53.71429",100.159422079885,56.7554393539693,165.39669044419,40.6339224689819,211.010940815872
"53.85714",79.3417211032809,43.4564454774741,134.513040592492,30.4249538622761,173.622483646723
"54.00000",85.7781984478913,47.5307113849341,144.129425054826,33.5336577966365,185.300666122336
"54.14286",87.218337497544,46.6724829888088,150.520840615928,32.1753416359506,195.810609782981
"54.28571",100.395109536387,54.875808498767,170.472645855844,38.3681897463592,220.189134993069
"54.42857",73.645362194735,38.3197898993965,129.822789769998,25.9245335112288,170.458138675546
"54.57143",4.22143290375228,1.06335961941177,11.9675203167026,0.406964968740553,19.0299288971332
"54.71429",100.159422079885,54.7048086988555,170.173116614226,38.22911116264,219.859600369619
"54.85714",79.3417211032809,41.7871127965457,138.591320032949,28.5019576527161,181.247142500125
"55.00000",85.7781984478913,45.7420240794265,148.428773634135,31.4604963715895,193.313759033596
"55.14286",87.218337497544,45.0004934987156,154.728226961788,30.2708579316613,203.720687143366
"55.28571",100.395109536387,52.9828581266507,175.097316993047,36.1876285552578,228.835312593372
"55.42857",73.645362194735,36.8851955328675,133.575552659833,24.3147395671345,177.564745140365
"55.57143",4.22143290375228,0.973364146380733,12.5751294737419,0.343081206264242,20.3657618595116
"55.71429",100.159422079885,52.817534677143,174.788739338245,36.0559479854185,228.490572908617
"55.85714",79.3417211032809,40.2535028940872,142.536389312597,26.7698276588734,188.69467363989
"56.00000",85.7781984478913,44.0977575193136,152.586227596168,29.5910200378123,201.136979497842
"56.14286",87.218337497544,43.4530657544245,158.813580477921,28.5406851182495,211.470280775374
"56.28571",100.395109536387,51.2290077353962,179.585441648686,34.2027659687787,237.299753668794
"56.42857",73.645362194735,35.5590026736087,137.222413706486,22.8555483227369,184.534415457365
"56.57143",4.22143290375228,0.893285632331761,13.1748736659469,0.289733395733156,21.7022573421775
"56.71429",100.159422079885,51.0688493567504,179.268326446462,34.0777287143779,236.940561341614
"56.85714",79.3417211032809,38.8349569771501,146.368907112567,25.1980635075694,195.995575995198
"57.00000",85.7781984478913,42.5759586991981,156.623739837938,27.8927754332181,208.802779478016
"57.14286",87.218337497544,42.0128504969533,162.794250315574,26.9592615587478,219.084950924017
"57.28571",100.395109536387,49.5949518120328,183.956325233898,32.3850894168686,245.610969474477
"57.42857",73.645362194735,34.3260931786122,140.778490937672,21.5247583375607,191.389349576196
