Date,ATM1,ATM2,ATM3,ATM4
2010-05-01,86.6822230334281,65.9130078295388,87.6666666666667,86.7148793513953
2010-05-02,100.569237833094,71.2678744758685,87.6666666666667,100.581688969852
2010-05-03,73.710292000956,11.4694658108709,87.6666666666667,73.645362194735
2010-05-04,4.22902938718943,2.46415237936744,87.6666666666667,4.22143290375228
2010-05-05,100.159253208527,98.3397063045857,87.6666666666667,100.159422079885
2010-05-06,79.3467329167084,89.0607216505235,87.6666666666667,79.3417211032809
2010-05-07,85.7390398914344,66.0684601266365,87.6666666666667,85.7781984478913
2010-05-08,87.1797624007239,65.9067170158147,87.6666666666667,87.218337497544
2010-05-09,100.388112929695,71.3008782172556,87.6666666666667,100.395109536387
2010-05-10,73.710292000956,11.4650527078295,87.6666666666667,73.645362194735
2010-05-11,4.22902938718943,2.45577466621943,87.6666666666667,4.22143290375228
2010-05-12,100.159253208527,98.3602657501897,87.6666666666667,100.159422079885
2010-05-13,79.3467329167084,89.0776223553505,87.6666666666667,79.3417211032809
2010-05-14,85.7390398914344,66.0458523021009,87.6666666666667,85.7781984478913
2010-05-15,87.1797624007239,65.9025868757576,87.6666666666667,87.218337497544
2010-05-16,100.388112929695,71.3235063276986,87.6666666666667,100.395109536387
2010-05-17,73.710292000956,11.4619371370152,87.6666666666667,73.645362194735
2010-05-18,4.22902938718943,2.45005983249313,87.6666666666667,4.22143290375228
2010-05-19,100.159253208527,98.3744953596224,87.6666666666667,100.159422079885
2010-05-20,79.3467329167084,89.0890848253535,87.6666666666667,79.3417211032809
2010-05-21,85.7390398914344,66.0302973545638,87.6666666666667,85.7781984478913
2010-05-22,87.1797624007239,65.8998808213307,87.6666666666667,87.218337497544
2010-05-23,100.388112929695,71.3390190248587,87.6666666666667,100.395109536387
2010-05-24,73.710292000956,11.4597394828691,87.6666666666667,73.645362194735
2010-05-25,4.22902938718943,2.44616060460193,87.6666666666667,4.22143290375228
2010-05-26,100.159253208527,98.3843423320737,87.6666666666667,100.159422079885
2010-05-27,79.3467329167084,89.0968573387821,87.6666666666667,79.3417211032809
2010-05-28,85.7390398914344,66.0195955091203,87.6666666666667,85.7781984478913
2010-05-29,87.1797624007239,65.8981117895746,87.6666666666667,87.218337497544
2010-05-30,100.388112929695,71.3496527614802,87.6666666666667,100.395109536387
2010-05-31,73.710292000956,11.4581905724258,87.6666666666667,73.645362194735
